id_deputado,nome_completo,sexo,uf,partido_atual,profissao,eleicao_ocupacao,eleicao_grau_instrucao,eleicao_partido,situacao,data_nascimento,data_falecimento,ano_inicio,data_saida,soma_documento,soma_glosa,soma_liquido
73685,Divaldo Suruagy,,AL,PST,436,,,,,,,1999,,0.00,0.00,0.00
73686,Ana Corso,,RS,PT,436,,,,,,,1999,,0.00,0.00,0.00
73687,Tânia Soares,,SE,PCDOB,436,,,,,,,1999,,0.00,0.00,0.00
73688,Kincas Mattos,,,,436,,,,,,,1999,,0.00,0.00,0.00
73689,Clovis Ilgenfritz,,RS,PT,436,,,,,,,1999,,0.00,0.00,0.00
73690,José Elízio Andrade,,RN,PDT,436,,,,,,,1999,,0.00,0.00,0.00
73691,Haroldo Bezerra,,,,436,,,,,,,1999,,0.00,0.00,0.00
73692,Osmar Gasparini Terra,M,RS,PMDB,196,26,Superior completo,PMDB,E,1950-02-18,,1999,,1055208.41,10075.91,1037747.65
73693,Reinaldo Gripp,,RJ,PL,436,,,,,,,1999,,0.00,0.00,0.00
73696,Angela Regina Heinzen Amin Helou,F,SC,PP,284,,,,E,1947-12-20,,1991,,514008.99,10280.17,503728.82
73701,Benedita Souza Da Silva Sampaio,F,RJ,PT,352,59,Superior completo,PT,E,1942-04-26,,1991,,763589.79,4401.06,753637.22
73716,Leomar De Melo Quintanilha,M,TO,PMDB,0,101,Superior completo,PMDB,S,1945-10-23,,1991,,60854.07,94.24,60759.83
73718,Sigmaringa Seixas,,,,436,,,,,,,1991,,0.00,0.00,0.00
73758,Flávio Augusto Coelho Derzi,,MS,PPB,436,,,,,,,1991,,0.00,0.00,0.00
73760,Marisa Joaquina Monteiro Serrano,,MS,PSDB,436,,,,,,,1995,,0.00,0.00,0.00
73761,Nelson Trad,M,MS,PMDB,290,,,,E,1930-10-30,,1991,,568427.29,13530.72,554896.57
73762,Oscar Goldoni,,,PDT,436,,,,,,,1995,,0.00,0.00,0.00
73764,Abelardo Luiz Lupion Mello,M,PR,DEM,27,26,Superior incompleto,DEM,E,1952-08-25,,1991,,1519234.11,10011.61,1509222.50
73765,Affonso Alves De Camargo Neto,M,PR,PSDB,201,26,Superior completo,PSDB,E,1929-04-30,,1995,,295786.85,3467.76,292319.09
73767,Basilio Villani,,PR,PPB,436,160,Ensino médio completo,PSL,,1959-12-16,,1991,,0.00,0.00,0.00
73768,Dilceu João Sperafico,M,PR,PP,202,26,Superior completo,PP,E,1948-01-26,,1995,,1311564.78,4315.93,1306798.85
73769,Elias Abrahão,,PR,PMDB,436,,,,,,,1995,,0.00,0.00,0.00
73771,Flavio Arns,,PR,PSDB,436,228,Superior completo,PSB,,1954-01-05,,1991,,0.00,0.00,0.00
73772,Hermes Parcianello,M,PR,PMDB,303,303,Superior completo,PMDB,E,1958-04-25,,1995,,1288168.21,18250.12,1234938.52
73773,Homero Oguido,,,,436,,,,,,,1991,,0.00,0.00,0.00
73775,Jose Borba,,PR,PTB,436,,,,,,,1995,,0.00,0.00,0.00
73776,José Mohamed Janene,,PR,PPB,436,,,,,,,1995,,0.00,0.00,0.00
73777,Luciano Pizzatto,M,PR,DEM,0,398,Superior completo,DEM,S,1957-03-23,,1991,,45739.59,2668.95,43070.64
73778,Luiz Carlos Jorge Hauly,M,PR,PSDB,187,26,Superior completo,PSDB,E,1950-10-08,,1991,,502956.74,4557.33,498399.41
73780,Max Rosenmann,M,PR,PMDB,225,,,,V,1944-11-29,2008-10-25,1991,,0.00,0.00,0.00
73781,Nelson Meurer,M,PR,PP,367,26,Ensino fundamental completo,PP,E,1942-07-23,,1995,,1519412.63,20595.75,1490816.88
73782,Odilio Balbinotti,M,PR,PMDB,27,17,Superior incompleto,PMDB,E,1941-06-08,,1995,,1033310.86,11234.79,1022076.07
73783,Roque Zimmermann,,PR,PT,436,,,,,,,1995,,0.00,0.00,0.00
73784,Paulo Bernardo,,PR,PT,436,228,Superior completo,PSB,,1954-01-05,,1991,,0.00,0.00,0.00
73786,Reinhold Stephanes,M,PR,PSD,45,26,Superior completo,PMDB,L,1939-08-13,,1991,2011-10-26,741972.99,3408.72,727332.53
73788,Ricardo José Magalhães Barros,M,PR,PP,68,,,,L,1959-11-15,,1995,,469146.01,3412.84,465733.17
73790,Valdomiro Meger,,,,436,,,,,,,1995,,0.00,0.00,0.00
73791,Vilson Santini,,,,436,,,,,,,1995,,0.00,0.00,0.00
73792,Werner Wanderer,,PR,PFL,436,,,,,,,1991,,0.00,0.00,0.00
73793,Edson Bez De Oliveira,M,SC,PMDB,21,303,Superior completo,PMDB,E,1950-03-06,,1995,,1571920.95,8990.61,1562819.34
73794,Edison Adrião Andrino De Oliveira,,SC,PMDB,436,,,,,,,1991,,0.00,0.00,0.00
73795,Hugo Biehl,,SC,PPB,436,,,,,,,1991,,0.00,0.00,0.00
73801,Renildo Vasconcelos Calheiros,M,PE,PCDOB,399,,,,V,1959-04-20,,1991,,0.00,0.00,0.00
73805,Roberto João Pereira Freire,M,SP,PPS,199,199,Superior completo,PPS,E,1942-04-20,,1991,,772213.97,9467.99,754733.60
73808,Sérgio Luís Lacerda Brito,M,BA,PSD,381,26,Superior completo,PSC,E,1961-06-08,,1991,2011-10-26,1419704.04,26170.82,1386664.13
73809,Uldurico Alves Pinto,M,BA,PHS,196,196,Superior completo,PHS,E,1953-01-14,,1991,2009-10-29,667890.14,12002.76,655887.38
73817,Antonio Ferreira Da Cruz Filho,M,MS,PP,196,196,Superior completo,PP,E,1949-12-05,,1999,,562320.30,2745.72,559574.58
73825,Carlos Frederico Theodoro Nader,,RJ,PFL,436,,,,,,,1999,,0.00,0.00,0.00
73827,Edmundo Galdino,,TO,PSDB,436,,,,,,,1991,,0.00,0.00,0.00
73828,Dr. Gomes,,AM,PFL,436,,,,,,,1999,,0.00,0.00,0.00
73829,Paulo Lessa,,RJ,PPB,436,,,,,,,1999,,0.00,0.00,0.00
73832,Crescêncio Pereira Jr. E Outros,,CE,PFL,436,,,,,,,1999,,0.00,0.00,0.00
73873,João Batista Matos,M,SC,PMDB,192,,,,E,1948-01-08,,1995,,548457.73,7831.54,540626.19
73874,João Alberto Pizzolatti Júnior,M,SC,PP,153,26,Superior completo,PP,E,1961-10-31,,1995,,1190368.41,7342.77,1182897.35
73875,José Carlos Vieira,M,SC,PR,0,397,Superior completo,PR,S,1953-05-27,,1995,2009-10-13,301843.69,281.81,301561.88
73876,Jose Fritsch,,SC,PT,436,,,,,,,1995,,0.00,0.00,0.00
73882,Paulo Roberto Bauer,M,SC,PSDB,245,,,,E,1957-03-20,,1991,,128374.26,2067.99,126306.27
73883,Paulo Roberto Barreto Bornhausen,M,SC,PSB,199,26,Superior completo,DEM,E,1963-09-19,,1995,2011-10-26,645320.23,3154.69,642165.54
73884,Paulo Gilberto Gouvêa Da Costa,,SC,PFL,436,,,,,,,1995,,0.00,0.00,0.00
73885,Antônio Serafim Venzon,,SC,PDT,436,,,,,,,1995,,0.00,0.00,0.00
73886,Adão Pretto,M,RS,PT,189,,,,V,1945-12-18,2009-02-05,1991,,0.00,0.00,0.00
73888,Airton Dipp,,RS,PDT,436,,,,,,,1995,,0.00,0.00,0.00
73889,João Augusto Ribeiro Nardes,,RS,PPB,436,,,,,,,1995,,0.00,0.00,0.00
73891,Darcísio Paulo Perondi,M,RS,PMDB,196,26,Superior completo,PMDB,E,1947-04-02,,1995,,1830171.18,30777.62,1790893.56
73892,Eliseu Lemos Padilha,M,RS,PMDB,199,26,Superior completo,PMDB,E,1945-12-23,,1995,,1150749.90,6408.28,1104941.62
73893,Enio Egon Bergmann Bacci,M,RS,PDT,199,199,Superior completo,PDT,E,1958-09-19,,1995,,1588383.90,17345.15,1571038.75
73894,Esther Grossi,,RS,PT,436,,,,,,,1995,,0.00,0.00,0.00
73895,Ezidio Pinheiro,,RS,PSB,436,,,,,,,1995,,0.00,0.00,0.00
73896,Fetter Junior,,RS,PPB,436,,,,,,,1991,,0.00,0.00,0.00
73897,Germano Rigotto,,RS,PMDB,436,90,Superior completo,PCDOB,,1973-06-28,,1991,,0.00,0.00,0.00
73900,Jarbas Lima,,RS,PPR,436,,,,,,,1995,,0.00,0.00,0.00
73901,Jose Fortunati,,RS,PDT,436,,,,,,,1991,,0.00,0.00,0.00
73902,Luiz Fernando Mainardi,,RS,PT,436,,,,,,,1995,,0.00,0.00,0.00
73904,Jorge Alberto Portanova Mendes Ribeiro Filho,M,RS,PMDB,199,26,Superior completo,PMDB,L,1954-12-27,,1995,,942229.89,7059.14,935170.75
73906,Nelson Marchezan,,RS,PSDB,436,,,,,,,1995,,0.00,0.00,0.00
73907,Nelson Luiz Proença Fernandes,M,RS,PPS,129,,,,E,1950-08-14,,1991,,392342.70,5829.79,386512.91
73908,Odacir Klein,,,,436,,,,,,,1991,,0.00,0.00,0.00
73909,Osvaldo Anicetto Biolchi,M,RS,PMDB,0,,,,S,1934-12-16,,1995,,205355.84,1370.51,203985.33
73910,Paulo Renato Paim,,RS,PT,436,,,,,,,1991,,0.00,0.00,0.00
73912,Roberto John,,PI,PT,436,,,,,,,1999,,0.00,0.00,0.00
73913,Guilherme Melo,,PI,PPB,436,,,,,,,,,0.00,0.00,0.00
73920,Dr. Rodolfo Pereira,,RR,PDT,436,,,,,,,2003,,0.00,0.00,0.00
73921,Frankembergen Galvão Da Costa,M,RR,PTB,205,303,Superior completo,PSC,E,1962-04-30,,2003,,23561.28,0.00,23561.28
73922,Suely Campos,,RR,PP,436,,,,,,,2003,,0.00,0.00,0.00
73923,Coronel Alves,,AP,PL,436,,,,,,,2003,,0.00,0.00,0.00
73924,David Samuel Alcolumbre Tobelem,M,AP,DEM,160,228,Superior incompleto,DEM,E,1977-06-19,,2003,,1271281.93,4971.76,1266310.17
73925,Hélio Esteves,,AP,PT,436,,,,,,,2003,,0.00,0.00,0.00
73926,Janete Maria Góes Capiberibe,F,AP,PSB,0,26,Superior incompleto,PSB,E,1949-05-12,,2003,,1204181.14,9821.88,1191759.26
73927,Antonio Nogueira,,AP,PT,436,,,,,,,2003,,0.00,0.00,0.00
73928,Ann Clélia De Barros Pontes,F,PA,PMDB,194,,,,E,1966-02-24,,2003,,42590.16,0.00,42590.16
73929,Jader Fontenelle Barbalho,M,PA,PMDB,399,,,,V,1944-10-27,,2003,,247532.77,238.47,247294.30
73930,Wladimir Afonso Da Costa Rabelo,M,PA,SDD,262,26,Ensino médio completo,PMDB,E,1964-01-16,,2003,2013-10-01,1274695.26,6338.38,1262356.88
73931,José Geraldo Torres Da Silva,M,PA,PT,189,189,Ensino fundamental completo,PT,E,1961-12-21,,2003,,1580918.19,30188.24,1549893.53
73932,Zé Lima,,PA,PP,436,,,,,,,2003,,0.00,0.00,0.00
73933,José Da Cruz Marinho,M,PA,PSC,294,26,Superior completo,PSC,E,1959-09-18,,2003,,1590984.36,24542.24,1546784.12
73934,Carlos Alberto Cavalcante De Souza,M,AM,PSD,148,245,Superior completo,PP,E,1952-08-17,,2003,2011-10-26,949440.64,53890.10,895451.35
73935,Humberto Michiles,,AM,PL,436,,,,,,,2003,,0.00,0.00,0.00
73936,José Lupércio Ramos De Oliveira,M,AM,PMDB,281,,,,E,1950-10-30,,2003,,720340.26,9343.83,710996.43
73937,Anselmo De Jesus Abreu,M,RO,PT,189,189,Ensino fundamental completo,PT,E,1952-12-25,,2007,,890891.93,11461.61,876087.89
73938,Eduardo Valverde Araújo Alves,M,RO,PT,341,,,,E,1957-02-20,,2003,,585225.37,10657.70,574567.67
73939,Miguel De Souza,,RO,PL,436,,,,,,,2003,,0.00,0.00,0.00
73940,Henrique Afonso Soares Lima,M,AC,PV,368,26,Superior completo,PV,E,1964-12-03,,2003,,1261589.62,6062.79,1255248.96
73941,João Correia,,AC,PMDB,436,,,,,,,2003,,0.00,0.00,0.00
73942,Júnior Betão,,AC,PPS,436,,,,,,,2003,,0.00,0.00,0.00
73943,Maria Perpétua De Almeida,F,AC,PCDOB,416,26,Superior incompleto,PCDOB,E,1964-12-28,,2003,,1645325.07,3717.06,1638427.07
73944,Zico Bronzeado,,AC,PT,436,,,,,,,2003,,0.00,0.00,0.00
73945,Carlos Eduardo Torres Gomes,M,TO,SDD,377,26,Superior incompleto,PSDB,E,1966-04-28,,2003,2013-10-05,1371861.30,61761.47,1310081.84
73946,Homero Barreto,,TO,PTB,436,,,,,,,2003,,0.00,0.00,0.00
73947,Maurício Rabelo,,TO,PL,436,136,Superior incompleto,PRB,,1960-04-27,,2003,,0.00,0.00,0.00
73948,Ronaldo Dimas,,TO,PSDB,436,,,,,,,2003,,0.00,0.00,0.00
73979,Alceste Almeida,,RR,PMDB,436,,,,,,,1991,,0.00,0.00,0.00
73980,Elton Rohnelt,,,,436,,,,,,,1995,,0.00,0.00,0.00
73981,Francisco De Assis Rodrigues,M,RR,DEM,36,,,,V,1951-04-23,,1991,2007-04-23,660890.12,37.10,660853.02
73982,Luciano De Souza Castro,M,RR,PR,85,26,Superior completo,PR,E,1949-08-22,,1991,,1729422.87,70709.13,1658713.74
73983,Luis Barbosa,,RR,PFL,436,,,,,,,1995,,0.00,0.00,0.00
73984,Moisés Lipnik,,RR,PDT,436,,,,,,,1995,,0.00,0.00,0.00
73985,Roberio Araujo,,RR,PPB,436,,,,,,,1995,,0.00,0.00,0.00
73986,Salomão Cruz,,RR,PFL,436,,,,,,,1995,,0.00,0.00,0.00
73987,Antonio Da Justa Feijao,M,AP,PTC,0,269,Superior completo,PTC,S,1956-06-19,,1995,2009-10-13,344329.95,7350.43,336979.52
73989,Telmo Kirst,,RS,PPB,436,,,,,,,1991,,0.00,0.00,0.00
73990,Waldomiro Fioravante,,RS,PT,436,,,,,,,1991,,0.00,0.00,0.00
73991,Wilson Cignachi,,RS,PMDB,436,,,,,,,1995,,0.00,0.00,0.00
73992,Yeda Crusius,,RS,PSDB,436,,,,,,,1995,,0.00,0.00,0.00
73993,Arnaldo De Abreu Madeira,M,SP,PSDB,157,26,Superior completo,PSDB,E,1940-03-10,,1995,,215414.39,124.14,215290.25
73994,Julio Cesar Redecker,M,RS,PSDB,203,,,,V,1956-07-12,2007-07-17,1995,,0.00,0.00,0.00
73996,Adroaldo Streck,,,PSDB,436,,,,,,,1991,,0.00,0.00,0.00
73998,Silvio Lopes Teixeira,M,RJ,PSDB,159,,,,E,1931-07-12,,2007,,562970.95,1461.20,561509.75
73999,Alexandre Ceranto,,,,436,,,,,,,1995,,0.00,0.00,0.00
74000,Francisco Octavio Beckert,M,PR,PR,303,26,Ensino médio completo,PR,E,1954-07-14,,1995,,408908.07,1465.05,407443.02
74001,Jaime Fernandes,,BA,PFL,436,,,,,,,1995,,0.00,0.00,0.00
74005,Olavo Calheiros Filho,M,AL,PMDB,36,,,,E,1957-03-12,,1991,,570300.24,1018.43,569281.81
74010,Valdir Colatto,M,SC,PMDB,36,398,Superior completo,PMDB,E,1949-10-15,,1991,,1667868.06,8060.01,1656349.14
74011,Dejandir Dalpasquale,,SC,PMDB,436,,,,,,,1991,,0.00,0.00,0.00
74014,Alcione Athayde,,RJ,PPB,436,,,,,,,1995,,0.00,0.00,0.00
74016,Antonio Da Conceição Costa Ferreira,M,MA,PSC,134,199,Superior completo,PSC,E,1939-07-28,,1991,,610502.61,3091.89,607410.72
74017,Paulo Fernando Feijo Torres,M,RJ,PR,363,398,Superior completo,PR,E,1956-03-23,,1995,,674935.91,5014.39,655171.52
74018,Alberico De França Ferreira Filho,M,MA,PMDB,170,,,,S,1950-04-10,,1991,,112694.25,1112.88,111581.37
74021,Nair Xavier Lobo,,GO,PMDB,436,,,,,,,1995,,0.00,0.00,0.00
74023,Ricardo Feitosa Rique,,PB,PMDB,436,,,,,,,1995,,0.00,0.00,0.00
74024,Ayrton Alvarenga Xerez,M,RJ,DEM,0,,,,S,1946-05-13,,1995,2007-04-23,686.08,0.00,686.08
74026,Clóvis Antônio Chaves Fecury,M,MA,DEM,201,,,,E,1969-02-08,,2003,2007-04-23,474399.39,116.09,474283.30
74027,José De Ribamar Costa Alves,M,MA,PSB,196,26,Superior completo,PSB,V,1954-06-15,,2003,,1175155.85,15294.79,1155587.20
74028,Luciano Leitoa,,MA,PSB,436,,,,,,,2003,,0.00,0.00,0.00
74029,Terezinha Fernandes,,MA,PT,436,,,,,,,2003,,0.00,0.00,0.00
74030,Bismarck Maia,,CE,PSDB,436,,,,,,,2003,,0.00,0.00,0.00
74031,João Alfredo,,CE,PSOL,436,,,,,,,2003,,0.00,0.00,0.00
74032,Pedro Ribeiro Filho,M,CE,PR,434,5,Superior completo,PR,S,1946-05-26,,2003,2009-10-02,327908.71,1027.36,326881.35
74033,Francisca Trindade E Maria Do Rosário,,PI,PT,436,,,,,,,,,0.00,0.00,0.00
74034,Moraes Souza,,PI,PMDB,436,,,,,,,2003,,0.00,0.00,0.00
74035,Promotor Afonso Gil,,PI,PCDOB,436,,,,,,,2003,,0.00,0.00,0.00
74036,Alvaro Dias,,,,436,,,,,,,2003,,0.00,0.00,0.00
74037,Maria De Fátima Bezerra,F,RN,PT,333,26,Superior completo,PT,E,1955-05-19,,2003,,1503129.25,26627.86,1476501.39
74038,Nélio Silveira Dias,M,RN,PP,334,,,,V,1945-01-22,2007-07-20,2003,,0.00,0.00,0.00
74039,Sandra Maria Da Escóssia Rosado,F,RN,PSB,174,26,Superior completo,PSB,E,1951-05-23,,2003,,1492331.53,6284.45,1485759.67
74040,Benjamin Gomes Maranhão Neto,M,PB,SDD,2,219,Superior completo,PMDB,E,1971-11-30,,2003,2013-10-01,788078.80,16044.58,752958.20
74041,Luiz Albuquerque Couto,M,PB,PT,191,245,Superior completo,PT,E,1945-02-13,,2003,,1187166.59,8297.37,1178869.22
74042,Ronaldo José Da Cunha Lima,M,PB,PSDB,199,,,,V,1936-03-18,,2003,,0.00,0.00,0.00
74043,José Wellington Roberto,M,PB,PR,126,26,Superior incompleto,PR,E,1959-05-19,,2003,,1446674.89,20059.50,1426615.39
74044,José Wilson Santiago,M,PB,PMDB,199,,,,E,1957-06-10,,2003,,690123.99,3945.04,686178.95
74045,Maurício Rands Coelho Barros,M,PE,PT,199,199,Superior completo,PT,V,1961-09-17,,2003,,820911.08,78001.34,742909.74
74046,Pastor Francisco Olímpio,,PE,PSB,436,,,,,,,2003,,0.00,0.00,0.00
74047,Paulo Rubem Santiago Ferreira,M,PE,PDT,397,26,Superior completo,PDT,E,1955-07-17,,2003,,1633851.76,33787.03,1584079.73
74048,Raul Belens Jungmann Pinto,M,PE,PPS,245,,,,E,1952-04-03,,2003,,663329.51,24359.23,638970.28
74049,João José Pereira De Lyra,M,AL,PSD,318,228,Superior completo,PTB,E,1931-06-17,,2003,2011-10-26,739608.94,4542.27,735066.67
74050,Maurício Quintella Malta Lessa,M,AL,PR,170,26,Superior completo,PR,E,1971-03-28,,2003,,1562738.39,28071.40,1508807.57
74051,Rogério Teófilo,,AL,PPS,436,,,,,,,2003,,0.00,0.00,0.00
74052,Bosco Costa,,SE,PSDB,436,,,,,,,2003,,0.00,0.00,0.00
74053,José Heleno Da Silva,M,SE,PRB,95,297,Ensino médio completo,PRB,V,1967-07-22,,2003,,677119.30,14289.39,662829.91
74054,João Fontes,,SE,PT,436,,,,,,,2003,,0.00,0.00,0.00
74055,Jose Carlos Machado,M,SE,DEM,68,,,,E,1949-01-17,,2003,2007-04-23,555298.64,2686.25,552612.39
74056,José De Araújo Mendonça Sobrinho,M,SE,DEM,199,26,Superior completo,DEM,E,1966-10-14,,2003,,1650160.22,21868.85,1628291.37
74057,Alice Mazzuco Portugal,F,BA,PCDOB,268,136,Superior completo,PCDOB,E,1959-05-16,,2003,,1606750.03,21402.84,1576066.69
74058,Antônio Carlos Peixoto De Magalhães Neto,M,BA,DEM,199,26,Superior completo,DEM,V,1979-01-26,,2003,,1411469.92,5975.68,1405494.24
74059,Luiz Carlos Bassuma,M,BA,PV,291,,,,E,1956-08-08,,2003,2009-10-15,624749.92,2013.32,622736.60
74060,Daniel Gomes De Almeida,M,BA,PCDOB,339,136,Superior incompleto,PCDOB,E,1955-01-21,,2003,,1567032.71,8242.99,1559599.48
74061,Edson Gonçalves Duarte,M,BA,PV,123,,,,E,1965-11-02,,2003,,617841.31,7096.54,610744.77
74062,Fábio Loureiro Souto,M,BA,DEM,45,26,Superior completo,DEM,E,1973-01-18,,2003,,1578131.44,15885.63,1545745.81
74063,Luiz Fernando De Fabinho Araújo Lima,M,BA,DEM,93,,,,E,1957-11-11,,2003,2007-04-23,728285.48,35071.01,693214.47
74065,Fátima Lúcia Pelaes,F,AP,PMDB,230,26,Superior completo,PMDB,E,1959-02-13,,1991,,1682200.74,10206.18,1656741.25
74066,Gervásio Oliveira,,AP,PMDB,436,,,,,,,1995,,0.00,0.00,0.00
74069,Sergio Barcellos,,AP,PFL,436,,,,,,,1991,,0.00,0.00,0.00
74070,Valdenor Guedes,,AP,PSC,436,342,Superior completo,PSC,,1954-01-30,,1991,,0.00,0.00,0.00
74072,Anivaldo Vale,,PA,PPR,436,,,,,,,1995,,0.00,0.00,0.00
74075,Elcione Therezinha Zahluth Barbalho,F,PA,PMDB,56,26,Superior completo,PMDB,E,1944-10-05,,1995,,1617088.70,12085.21,1605030.36
74076,Gerson Dos Santos Peres,M,PA,PP,309,26,Superior completo,PP,E,1931-05-02,,1991,,453117.10,1147.81,451969.29
74077,Giovanni Corrêa Queiroz,M,PA,PDT,247,26,Superior completo,PDT,E,1946-07-15,,1991,,1721970.13,8287.98,1711182.15
74079,José Benito Priante Júnior,M,PA,PMDB,199,44,Superior completo,PMDB,E,1963-12-02,,1995,,438507.78,2707.41,435800.37
74080,Nicias Lopes Ribeiro,,PA,PSDB,436,,,,,,,1991,,0.00,0.00,0.00
74082,Paulo Roberto Galvão Da Rocha,M,PA,PT,209,,,,E,1951-04-01,,1991,,589054.83,2971.34,586083.49
74084,Raimundo Santos,,PA,PL,436,,,,,,,1995,,0.00,0.00,0.00
74085,Socorro Gomes,,PA,PCDOB,436,,,,,,,1991,,0.00,0.00,0.00
74087,Victor Pires Franco Neto,M,PA,DEM,271,,,,E,1960-06-18,,1995,2007-04-23,237810.13,2766.53,235043.60
74089,Arthur Virgílio Do Carmo Ribeiro Neto,,AM,PSDB,436,,,,,,,1995,,0.00,0.00,0.00
74090,Átila Sidney Lins Albuquerque,M,AM,PSD,280,26,Superior completo,PMDB,E,1950-11-22,,1991,2011-10-26,1606173.36,27722.03,1553451.33
74091,Euler Ribeiro,,,,436,,,,,,,1991,,0.00,0.00,0.00
74093,José Melo,,AM,PFL,436,,,,,,,1995,,0.00,0.00,0.00
74094,Luiz Fernando Sarmento Nicolau,M,AM,PSD,0,196,Superior completo,PMN,E,1946-09-30,,2011,2012-12-12,446852.45,43.40,344494.15
74095,Pauderney Tomaz Avelino,M,AM,DEM,94,398,Superior completo,DEM,L,1954-09-24,,1991,,530182.53,7563.35,522619.18
74097,Confúcio Aires Moura,,RO,PMDB,436,,,,,,,1995,,0.00,0.00,0.00
74099,Euripedes Miranda Botelho,M,RO,PT,0,,,,E,1954-02-20,,1995,,145424.46,2023.15,143401.31
74100,Expedito Júnior,,RO,PL,436,,,,,,,1995,,0.00,0.00,0.00
74101,Ildemar Kussler,,,,436,,,,,,,1995,,0.00,0.00,0.00
74102,Pedro Almeida Valadares Neto,M,SE,DEM,0,,,,E,1965-09-04,,1991,,163797.68,627.66,163170.02
74103,Francisco Ariosto Holanda,M,CE,PROS,86,26,Superior completo,PSB,E,1938-10-11,,1991,2013-10-03,1457696.26,6403.52,1450505.86
74106,Edson Silva,M,CE,PROS,217,281,Ensino médio completo,PSB,L,1949-05-09,,1991,2013-10-07,655528.80,11360.13,644168.67
74108,Nárcio Rodrigues Da Silveira,M,MG,PSDB,271,26,Ensino médio completo,PSDB,E,1959-04-23,,1995,,515171.07,7305.50,507865.57
74109,Oscar Andrade,,RO,PL,436,,,,,,,1995,,0.00,0.00,0.00
74111,Pedro Henry Neto,M,MT,PP,196,26,Superior completo,PP,E,1957-04-19,,1995,,699606.51,6375.24,693512.22
74112,Murilo Domingos,,MT,PTB,436,,,,,,,1995,,0.00,0.00,0.00
74114,Mario Martins,,,PMDB,436,,,,,,,1991,,0.00,0.00,0.00
74118,Wilson Leite Passos,,RJ,PPB,436,281,Superior completo,DEM,,1926-12-09,,1995,,0.00,0.00,0.00
74119,Emanuel Fernandes,M,SP,PSDB,299,26,Superior completo,PSDB,E,1956-03-06,,1995,,463717.02,1723.59,458784.63
74120,João Lúcio Magalhães Bifano,M,MG,PMDB,337,26,Superior incompleto,PMDB,E,1960-02-06,,1995,,1353214.87,16279.38,1334455.89
74122,Oswaldo Soler,,,PSDB,436,,,,,,,1995,,0.00,0.00,0.00
74124,Marçal Gonçalves Leite Filho,M,MS,PMDB,0,26,Superior completo,PMDB,E,1964-10-14,,1995,,1371324.01,4183.30,1365112.47
74125,Jose Lourenço,,BA,PPR,436,,,,,,,1991,,0.00,0.00,0.00
74127,Djalma De Almeida Cesar,,,,436,,,,,,,1995,,0.00,0.00,0.00
74129,Moises Bennesby,,RO,PSDB,436,,,,,,,1995,,0.00,0.00,0.00
74132,Wagner Do Nascimento,,MG,PPB,436,,,,,,,1991,,0.00,0.00,0.00
74133,Luiz Alberto Silva Dos Santos,M,BA,PT,65,26,Ensino médio completo,PT,E,1953-01-03,,1995,,1608035.92,8888.23,1581610.96
74134,Lamartine Posella,,SP,PMDB,436,,,,,,,1995,,0.00,0.00,0.00
74136,Antonio Valdeci Oliveira De Oliveira,,RS,PT,436,,,,,,,1995,,0.00,0.00,0.00
74137,Luiz Eduardo Greenhalgh,,SP,PT,436,,,,,,,1995,,0.00,0.00,0.00
74138,Etevalda Grassi De Menezes,,ES,PTB,436,,,,,,,1991,,0.00,0.00,0.00
74139,Guilherme Menezes De Andrade,M,BA,PT,196,,,,V,1943-12-12,,2003,,0.00,0.00,0.00
74140,José Carlos Leão De Araújo,M,BA,PSD,301,26,Superior incompleto,PDT,E,1944-12-21,,2003,2011-10-26,1573302.66,22171.08,1542106.48
74141,Josias Gomes Da Silva,M,BA,PT,163,163,Superior completo,PT,E,1956-10-14,,2003,,1019386.78,55359.43,922065.95
74142,Luiz Antônio Vasconcellos Carreira,M,BA,DEM,44,26,Superior completo,DEM,E,1947-10-27,,2003,2007-04-23,520568.23,1195.13,519373.10
74143,Marcelo De Oliveira Guimarães Filho,M,BA,PMDB,199,26,Superior completo,PMDB,S,1976-03-01,,2003,,799386.60,31507.57,767879.03
74144,Zelinda Novaes,,BA,PFL,436,,,,,,,2003,,0.00,0.00,0.00
74145,José Eduardo Vieira Ribeiro,M,BA,PT,117,117,Superior completo,PT,E,1949-11-21,,2003,,1094840.39,6706.24,1076134.15
74146,Anderson Adauto,,MG,PL,436,,,,,,,2003,,0.00,0.00,0.00
74147,Athos Avelino,,MG,PPS,436,,,,,,,2003,,334.42,0.00,334.42
74148,Carlos Willian De Souza,M,MG,PTC,199,26,Superior completo,PTC,E,1956-08-01,,2003,,544037.00,10083.70,533953.30
74149,César Medeiros,,MG,PT,436,,,,,,,2003,,0.00,0.00,0.00
74150,Dr. Francisco Gonçalves,,MG,PTB,436,,,,,,,2003,,0.00,0.00,0.00
74151,Geraldo Thadeu Pedreira Dos Santos,M,MG,PSD,251,196,Superior completo,PPS,E,1945-10-26,,2003,2011-10-26,1507284.74,12638.93,1481115.29
74152,Isaias Silvestre,M,MG,PSB,0,228,Ensino médio completo,PSB,E,1948-03-18,,2003,,256414.53,4089.08,241734.49
74153,Ivo José,,MG,PT,436,228,Ensino médio completo,PSB,,1974-04-17,,2003,,0.00,0.00,0.00
74154,João Paulo Gomes Da Silva,,MG,PL,436,,,,,,,2003,,0.00,0.00,0.00
